filename,recID,date,time,treatment,id,tank#no,frame#,IN/OUT(1/-1),info,note,Erroneous
rec0024_doorchoice_20220803_110948.24248657,24,2022/08/03,110948,without_food,43,24,3855,1,,,
rec0024_doorchoice_20220803_110948.24248657,24,2022/08/03,110948,without_food,43,24,6567,-1,,,
rec0024_doorchoice_20220803_110948.24248657,24,2022/08/03,110948,without_food,43,24,8569,1,,,
rec0025_doorchoice_20220803_110948.24248658,25,2022/08/03,110948,without_food,32,16,788,1,,,
rec0025_doorchoice_20220803_110948.24248658,25,2022/08/03,110948,without_food,32,16,1612,-1,,,
rec0025_doorchoice_20220803_110948.24248658,25,2022/08/03,110948,without_food,32,16,8317,1,,,
rec0025_doorchoice_20220803_110948.24248658,25,2022/08/03,110948,without_food,32,16,10438,-1,,,
rec0026_doorchoice_20220803_110948.24248661,26,2022/08/03,110948,without_food,33,20,3058,1,,,
rec0026_doorchoice_20220803_110948.24248661,26,2022/08/03,110948,without_food,34,17,5523,1,,,
rec0026_doorchoice_20220803_110948.24248661,26,2022/08/03,110948,without_food,33,20,5658,-1,,,
rec0026_doorchoice_20220803_110948.24248661,26,2022/08/03,110948,without_food,36,19,5857,1,,,
rec0026_doorchoice_20220803_110948.24248661,26,2022/08/03,110948,without_food,34,17,7801,-1,,,
rec0026_doorchoice_20220803_110948.24248661,26,2022/08/03,110948,without_food,36,19,8737,-1,,,
rec0026_doorchoice_20220803_110948.24248661,26,2022/08/03,110948,without_food,36,19,9537,1,,,
rec0026_doorchoice_20220803_110948.24248661,26,2022/08/03,110948,without_food,34,17,10548,1,,,
rec0027_doorchoice_20220803_121613.24248657,27,2022/08/03,121613,with_food,43,24,3492,1,,,
rec0027_doorchoice_20220803_121613.24248657,27,2022/08/03,121613,with_food,47,22,6925,1,,,
rec0028_doorchoice_20220803_121613.24248658,28,2022/08/03,121613,with_food,32,15,6545,1,,,
rec0028_doorchoice_20220803_121613.24248658,28,2022/08/03,121613,with_food,32,15,7213,-1,,,
rec0029_doorchoice_20220803_121613.24248661,29,2022/08/03,121613,with_food,34,17,8213,1,,,
rec0029_doorchoice_20220803_121613.24248661,29,2022/08/03,121613,with_food,36,19,8590,1,,,
rec0029_doorchoice_20220803_121613.24248661,29,2022/08/03,121613,with_food,33,20,8835,1,,,
rec0029_doorchoice_20220803_121613.24248661,29,2022/08/03,121613,with_food,34,17,8910,-1,,,
rec0030_doorchoice_20220803_144831.24248657,30,2022/08/03,144831,with_food,43,24,1643,1,,,
rec0031_doorchoice_20220803_144831.24248658,31,2022/08/03,144831,with_food,,,,,,,
rec0032_doorchoice_20220803_144831.24248661,32,2022/08/03,144831,with_food,33,20,3007,1,,,
rec0032_doorchoice_20220803_144831.24248661,32,2022/08/03,144831,with_food,36,19,4369,1,,,
rec0032_doorchoice_20220803_144831.24248661,32,2022/08/03,144831,with_food,34,17,4613,1,,,
rec0032_doorchoice_20220803_144831.24248661,32,2022/08/03,144831,with_food,33,20,4670,-1,,,
rec0032_doorchoice_20220803_144831.24248661,32,2022/08/03,144831,with_food,34,17,6008,-1,,,
rec0033_doorchoice_20220803_163909.24248657,33,2022/08/03,163909,with_food,43,24,4518,1,,,
rec0033_doorchoice_20220803_163909.24248657,33,2022/08/03,163909,with_food,47,22,8562,1,,,
rec0048_doorchoice_20220808_103213.24248657,48,2022/08/08,103213,without_food,57,23,8892,1,,,
rec0049_doorchoice_20220808_103213.24248658,49,2022/08/08,103213,without_food,72,15,4947,1,,,
rec0049_doorchoice_20220808_103213.24248658,49,2022/08/08,103213,without_food,72,15,7916,-1,,,
rec0049_doorchoice_20220808_103213.24248658,49,2022/08/08,103213,without_food,72,15,8691,1,,,
rec0049_doorchoice_20220808_103213.24248658,49,2022/08/08,103213,without_food,72,15,9812,-1,,,
rec0050_doorchoice_20220808_103213.24248661,50,2022/08/08,103213,without_food,71,19,7359,1,,,
rec0050_doorchoice_20220808_103213.24248661,50,2022/08/08,103213,without_food,71,19,9555,-1,,,
rec0051_doorchoice_20220808_121714.24248657,51,2022/08/08,121714,with_food,57,23,1751,1,,,
rec0051_doorchoice_20220808_121714.24248657,51,2022/08/08,121714,with_food,59,21,3117,1,,,
rec0052_doorchoice_20220808_121714.24248658,52,2022/08/08,121714,with_food,72,15,2293,1,,,
rec0052_doorchoice_20220808_121714.24248658,52,2022/08/08,121714,with_food,72,15,4648,-1,,,
rec0052_doorchoice_20220808_121714.24248658,52,2022/08/08,121714,with_food,72,15,9741,1,,,
rec0053_doorchoice_20220808_121714.24248661,53,2022/08/08,121714,with_food,71,19,8453,1,,,
rec0054_doorchoice_20220808_142045.24248657,54,2022/08/08,142045,with_food,57,23,4976,1,,,
rec0054_doorchoice_20220808_142045.24248657,54,2022/08/08,142045,with_food,69,22,4973,1,,,
rec0054_doorchoice_20220808_142045.24248657,54,2022/08/08,142045,with_food,59,21,10395,1,,,
rec0055_doorchoice_20220808_142045.24248658,55,2022/08/08,142045,with_food,72,15,9517,1,,,
rec0055_doorchoice_20220808_142045.24248658,55,2022/08/08,142045,with_food,72,15,9643,-1,,,
rec0056_doorchoice_20220808_142045.24248661,56,2022/08/08,142045,with_food,71,19,2065,1,,,
rec0056_doorchoice_20220808_142045.24248661,56,2022/08/08,142045,with_food,56,18,9302,1,,,
rec0057_doorchoice_20220808_161942.24248657,57,2022/08/08,142045,with_food,57,23,935,1,,,
rec0057_doorchoice_20220808_161942.24248657,57,2022/08/08,142045,with_food,59,21,1196,1,,,
rec0057_doorchoice_20220808_161942.24248657,57,2022/08/08,142045,with_food,57,23,2023,-1,,,
rec0057_doorchoice_20220808_161942.24248657,57,2022/08/08,142045,with_food,57,23,2098,1,,,
rec0057_doorchoice_20220808_161942.24248657,57,2022/08/08,142045,with_food,57,23,2470,-1,,,
rec0057_doorchoice_20220808_161942.24248657,57,2022/08/08,142045,with_food,57,23,2685,1,,,
rec0057_doorchoice_20220808_161942.24248657,57,2022/08/08,142045,with_food,69,22,3620,1,,,
rec0057_doorchoice_20220808_161942.24248657,57,2022/08/08,142045,with_food,57,23,3752,-1,,,
rec0057_doorchoice_20220808_161942.24248657,57,2022/08/08,142045,with_food,57,23,4781,1,,,
rec0057_doorchoice_20220808_161942.24248657,57,2022/08/08,142045,with_food,59,21,5421,-1,,,
rec0057_doorchoice_20220808_161942.24248657,57,2022/08/08,142045,with_food,69,22,7857,-1,,,
rec0057_doorchoice_20220808_161942.24248657,57,2022/08/08,142045,with_food,57,23,8315,-1,,,
rec0057_doorchoice_20220808_161942.24248657,57,2022/08/08,142045,with_food,57,23,8550,1,,,
rec0057_doorchoice_20220808_161942.24248657,57,2022/08/08,142045,with_food,59,21,9811,1,,,
rec0057_doorchoice_20220808_161942.24248657,57,2022/08/08,142045,with_food,57,23,10043,-1,,,
rec0057_doorchoice_20220808_161942.24248657,57,2022/08/08,142045,with_food,59,21,10124,-1,,,
rec0057_doorchoice_20220808_161942.24248657,57,2022/08/08,142045,with_food,59,21,10310,1,,,
rec0057_doorchoice_20220808_161942.24248657,57,2022/08/08,142045,with_food,69,22,10686,-1,,,
rec0058_doorchoice_20220808_161942.24248658,58,2022/08/08,142045,with_food,72,15,3841,1,,,
rec0058_doorchoice_20220808_161942.24248658,58,2022/08/08,142045,with_food,72,15,5051,-1,,,
rec0058_doorchoice_20220808_161942.24248658,58,2022/08/08,142045,with_food,72,15,5911,1,,,
rec0058_doorchoice_20220808_161942.24248658,58,2022/08/08,142045,with_food,72,15,6126,-1,,,
rec0058_doorchoice_20220808_161942.24248658,58,2022/08/08,142045,with_food,72,15,6325,1,,,
rec0059_doorchoice_20220808_161942.24248661,59,2022/08/08,142045,with_food,56,18,3055,1,,,
rec0059_doorchoice_20220808_161942.24248661,59,2022/08/08,142045,with_food,71,19,4111,1,,,
rec0059_doorchoice_20220808_161942.24248661,59,2022/08/08,142045,with_food,71,19,5299,-1,,,
rec0059_doorchoice_20220808_161942.24248661,59,2022/08/08,142045,with_food,56,18,5452,-1,,,
rec0059_doorchoice_20220808_161942.24248661,59,2022/08/08,142045,with_food,71,19,5905,1,,,
rec0059_doorchoice_20220808_161942.24248661,59,2022/08/08,142045,with_food,56,18,6297,1,,,
rec0059_doorchoice_20220808_161942.24248661,59,2022/08/08,142045,with_food,56,18,6423,-1,,,
rec0059_doorchoice_20220808_161942.24248661,59,2022/08/08,142045,with_food,71,19,7239,-1,,,
rec0059_doorchoice_20220808_161942.24248661,59,2022/08/08,142045,with_food,56,18,8543,1,,,
rec0059_doorchoice_20220808_161942.24248661,59,2022/08/08,142045,with_food,71,19,9803,-1,,,
rec0060_doorchoice_20220809_104006.24248657,60,2022/08/09,104006,without_food,59,21,3403,1,,,
rec0060_doorchoice_20220809_104006.24248657,60,2022/08/09,104006,without_food,69,22,3642,1,,,
rec0060_doorchoice_20220809_104006.24248657,60,2022/08/09,104006,without_food,57,23,3912,1,,,
rec0060_doorchoice_20220809_104006.24248657,60,2022/08/09,104006,without_food,59,21,4660,-1,,,
rec0060_doorchoice_20220809_104006.24248657,60,2022/08/09,104006,without_food,59,21,4839,1,,,
rec0060_doorchoice_20220809_104006.24248657,60,2022/08/09,104006,without_food,71,19,6074,-1,,,1
rec0060_doorchoice_20220809_104006.24248657,60,2022/08/09,104006,without_food,69,22,6627,-1,,,
rec0060_doorchoice_20220809_104006.24248657,60,2022/08/09,104006,without_food,57,23,6670,1,,,
rec0060_doorchoice_20220809_104006.24248657,60,2022/08/09,104006,without_food,57,23,7047,-1,,,
rec0060_doorchoice_20220809_104006.24248657,60,2022/08/09,104006,without_food,57,23,7330,1,,,
rec0061_doorchoice_20220809_104006.24248658,61,2022/08/09,104006,without_food,58,16,4869,1,,,1
rec0061_doorchoice_20220809_104006.24248658,61,2022/08/09,104006,without_food,55,13,5735,1,,,
rec0061_doorchoice_20220809_104006.24248658,61,2022/08/09,104006,without_food,72,15,7114,1,,,
rec0061_doorchoice_20220809_104006.24248658,61,2022/08/09,104006,without_food,72,15,7618,-1,,,
rec0061_doorchoice_20220809_104006.24248658,61,2022/08/09,104006,without_food,72,15,10069,1,,,
rec0062_doorchoice_20220809_104006.24248661,62,2022/08/09,104006,without_food,56,18,1987,1,,,
rec0062_doorchoice_20220809_104006.24248661,62,2022/08/09,104006,without_food,56,18,3055,-1,,,
rec0062_doorchoice_20220809_104006.24248661,62,2022/08/09,104006,without_food,56,18,4606,1,,,
rec0062_doorchoice_20220809_104006.24248661,62,2022/08/09,104006,without_food,71,19,5525,1,,,
rec0062_doorchoice_20220809_104006.24248661,62,2022/08/09,104006,without_food,56,18,7495,1,,,
rec0062_doorchoice_20220809_104006.24248661,62,2022/08/09,104006,without_food,56,18,9295,-1,,,
rec0062_doorchoice_20220809_104006.24248661,62,2022/08/09,104006,without_food,71,19,10231,-1,,,
rec0063_doorchoice_20220809_122911.24248657,63,2022/08/09,122911,with_food,59,21,438,1,,,
rec0063_doorchoice_20220809_122911.24248657,63,2022/08/09,122911,with_food,69,22,1471,1,,,
rec0063_doorchoice_20220809_122911.24248657,63,2022/08/09,122911,with_food,59,21,4840,-1,,,
rec0063_doorchoice_20220809_122911.24248657,63,2022/08/09,122911,with_food,69,22,5208,-1,,,
rec0063_doorchoice_20220809_122911.24248657,63,2022/08/09,122911,with_food,59,21,5363,1,,,
rec0063_doorchoice_20220809_122911.24248657,63,2022/08/09,122911,with_food,59,21,6643,-1,,,
rec0063_doorchoice_20220809_122911.24248657,63,2022/08/09,122911,with_food,59,21,7596,1,,,
rec0063_doorchoice_20220809_122911.24248657,63,2022/08/09,122911,with_food,69,22,9306,1,,,
rec0064_doorchoice_20220809_122911.24248658,64,2022/08/09,122911,with_food,55,13,5218,1,,,
rec0064_doorchoice_20220809_122911.24248658,64,2022/08/09,122911,with_food,55,13,6749,1,,,
rec0064_doorchoice_20220809_122911.24248658,64,2022/08/09,122911,with_food,55,13,8742,1,,,
rec0064_doorchoice_20220809_122911.24248658,64,2022/08/09,122911,with_food,55,13,8933,1,,,
rec0064_doorchoice_20220809_122911.24248658,64,2022/08/09,122911,with_food,55,13,10307,1,,,
rec0064_doorchoice_20220809_122911.24248658,64,2022/08/09,122911,with_food,55,13,5961,-1,,,
rec0064_doorchoice_20220809_122911.24248658,64,2022/08/09,122911,with_food,55,13,8445,-1,,,
rec0064_doorchoice_20220809_122911.24248658,64,2022/08/09,122911,with_food,55,13,8851,-1,,,
rec0064_doorchoice_20220809_122911.24248658,64,2022/08/09,122911,with_food,55,13,10183,-1,,,
rec0065_doorchoice_20220809_122911.24248661,65,2022/08/09,122911,with_food,56,18,1213,1,,,
rec0065_doorchoice_20220809_122911.24248661,65,2022/08/09,122911,with_food,56,18,3877,1,,,
rec0065_doorchoice_20220809_122911.24248661,65,2022/08/09,122911,with_food,56,18,8598,1,,,
rec0065_doorchoice_20220809_122911.24248661,65,2022/08/09,122911,with_food,56,18,9277,1,,,
rec0065_doorchoice_20220809_122911.24248661,65,2022/08/09,122911,with_food,56,18,3460,-1,,,
rec0065_doorchoice_20220809_122911.24248661,65,2022/08/09,122911,with_food,56,18,5695,-1,,,
rec0065_doorchoice_20220809_122911.24248661,65,2022/08/09,122911,with_food,56,18,8924,-1,,,
rec0065_doorchoice_20220809_122911.24248661,65,2022/08/09,122911,with_food,71,19,3047,1,,,
rec0065_doorchoice_20220809_122911.24248661,65,2022/08/09,122911,with_food,71,19,4514,1,,,
rec0065_doorchoice_20220809_122911.24248661,65,2022/08/09,122911,with_food,71,19,6084,1,,,
rec0065_doorchoice_20220809_122911.24248661,65,2022/08/09,122911,with_food,71,19,6456,1,,,
rec0065_doorchoice_20220809_122911.24248661,65,2022/08/09,122911,with_food,71,19,9873,1,,,
rec0065_doorchoice_20220809_122911.24248661,65,2022/08/09,122911,with_food,71,19,4244,-1,,,
rec0065_doorchoice_20220809_122911.24248661,65,2022/08/09,122911,with_food,71,19,5539,-1,,,
rec0065_doorchoice_20220809_122911.24248661,65,2022/08/09,122911,with_food,71,19,6239,-1,,,
rec0065_doorchoice_20220809_122911.24248661,65,2022/08/09,122911,with_food,71,19,7906,-1,,,
rec0066_doorchoice_20220809_144020.24248657,66,2022/08/09,144020,with_food,69,22,8828,1,,,
rec0066_doorchoice_20220809_144020.24248657,66,2022/08/09,144020,with_food,57,23,894,1,,,
rec0066_doorchoice_20220809_144020.24248657,66,2022/08/09,144020,with_food,57,23,3343,1,,,
rec0066_doorchoice_20220809_144020.24248657,66,2022/08/09,144020,with_food,57,23,2758,-1,,,
rec0066_doorchoice_20220809_144020.24248657,66,2022/08/09,144020,with_food,57,23,7594,-1,,,
rec0067_doorchoice_20220809_144020.24248658,67,2022/08/09,144020,with_food,55,13,1963,1,,,
rec0067_doorchoice_20220809_144020.24248658,67,2022/08/09,144020,with_food,55,13,3363,1,,,
rec0067_doorchoice_20220809_144020.24248658,67,2022/08/09,144020,with_food,55,13,4590,1,,,
rec0067_doorchoice_20220809_144020.24248658,67,2022/08/09,144020,with_food,55,13,5295,1,,,
rec0067_doorchoice_20220809_144020.24248658,67,2022/08/09,144020,with_food,55,13,7415,1,,,
rec0067_doorchoice_20220809_144020.24248658,67,2022/08/09,144020,with_food,55,13,8355,1,,,
rec0067_doorchoice_20220809_144020.24248658,67,2022/08/09,144020,with_food,55,13,10025,1,,,
rec0067_doorchoice_20220809_144020.24248658,67,2022/08/09,144020,with_food,55,13,3181,-1,,,
rec0067_doorchoice_20220809_144020.24248658,67,2022/08/09,144020,with_food,55,13,4327,-1,,,
rec0067_doorchoice_20220809_144020.24248658,67,2022/08/09,144020,with_food,55,13,4741,-1,,,
rec0067_doorchoice_20220809_144020.24248658,67,2022/08/09,144020,with_food,55,13,7194,-1,,,
rec0067_doorchoice_20220809_144020.24248658,67,2022/08/09,144020,with_food,55,13,8072,-1,,,
rec0067_doorchoice_20220809_144020.24248658,67,2022/08/09,144020,with_food,55,13,9504,-1,,,
rec0067_doorchoice_20220809_144020.24248658,67,2022/08/09,144020,with_food,55,13,10742,-1,,,
rec0067_doorchoice_20220809_144020.24248658,67,2022/08/09,144020,with_food,72,15,1810,1,,,
rec0067_doorchoice_20220809_144020.24248658,67,2022/08/09,144020,with_food,72,15,2226,-1,,,
rec0068_doorchoice_20220809_144020.24248661,68,2022/08/09,144020,with_food,56,18,1335,1,,,
rec0068_doorchoice_20220809_144020.24248661,68,2022/08/09,144020,with_food,56,18,3646,1,,,
rec0068_doorchoice_20220809_144020.24248661,68,2022/08/09,144020,with_food,56,18,10182,1,,,
rec0068_doorchoice_20220809_144020.24248661,68,2022/08/09,144020,with_food,56,18,3244,-1,,,
rec0068_doorchoice_20220809_144020.24248661,68,2022/08/09,144020,with_food,56,18,4963,-1,,,
rec0068_doorchoice_20220809_144020.24248661,68,2022/08/09,144020,with_food,71,19,4177,1,,,
rec0068_doorchoice_20220809_144020.24248661,68,2022/08/09,144020,with_food,71,19,5328,1,,,
rec0068_doorchoice_20220809_144020.24248661,68,2022/08/09,144020,with_food,71,19,6626,1,,,
rec0068_doorchoice_20220809_144020.24248661,68,2022/08/09,144020,with_food,71,19,10118,1,,,
rec0068_doorchoice_20220809_144020.24248661,68,2022/08/09,144020,with_food,71,19,5004,-1,,,
rec0068_doorchoice_20220809_144020.24248661,68,2022/08/09,144020,with_food,71,19,6457,-1,,,
rec0068_doorchoice_20220809_144020.24248661,68,2022/08/09,144020,with_food,71,19,9489,-1,,,
rec0068_doorchoice_20220809_144020.24248661,68,2022/08/09,144020,with_food,71,19,10763,-1,,,
rec0069_doorchoice_20220809_162305.24248657,69,2022/08/09,162305,with_food,69,22,2350,1,,,
rec0069_doorchoice_20220809_162305.24248657,69,2022/08/09,162305,with_food,69,22,7734,-1,,,
rec0069_doorchoice_20220809_162305.24248657,69,2022/08/09,162305,with_food,57,23,4688,1,,,
rec0069_doorchoice_20220809_162305.24248657,69,2022/08/09,162305,with_food,57,23,6820,1,,,
rec0069_doorchoice_20220809_162305.24248657,69,2022/08/09,162305,with_food,57,23,7810,1,,,
rec0069_doorchoice_20220809_162305.24248657,69,2022/08/09,162305,with_food,57,23,6605,-1,,,
rec0069_doorchoice_20220809_162305.24248657,69,2022/08/09,162305,with_food,57,23,7159,-1,,,
rec0069_doorchoice_20220809_162305.24248657,69,2022/08/09,162305,with_food,57,23,9260,-1,,,
rec0070_doorchoice_20220809_162305.24248658,70,2022/08/09,162305,with_food,55,13,943,1,,,
rec0070_doorchoice_20220809_162305.24248658,70,2022/08/09,162305,with_food,55,13,1782,1,,,
rec0070_doorchoice_20220809_162305.24248658,70,2022/08/09,162305,with_food,55,13,2677,1,,,
rec0070_doorchoice_20220809_162305.24248658,70,2022/08/09,162305,with_food,55,13,3310,1,,,
rec0070_doorchoice_20220809_162305.24248658,70,2022/08/09,162305,with_food,55,13,4416,1,,,
rec0070_doorchoice_20220809_162305.24248658,70,2022/08/09,162305,with_food,55,13,5597,1,,,
rec0070_doorchoice_20220809_162305.24248658,70,2022/08/09,162305,with_food,55,13,8684,1,,,
rec0070_doorchoice_20220809_162305.24248658,70,2022/08/09,162305,with_food,55,13,1685,-1,,,
rec0070_doorchoice_20220809_162305.24248658,70,2022/08/09,162305,with_food,55,13,2567,-1,,,
rec0070_doorchoice_20220809_162305.24248658,70,2022/08/09,162305,with_food,55,13,2954,-1,,,
rec0070_doorchoice_20220809_162305.24248658,70,2022/08/09,162305,with_food,55,13,3812,-1,,,
rec0070_doorchoice_20220809_162305.24248658,70,2022/08/09,162305,with_food,55,13,4986,-1,,,
rec0070_doorchoice_20220809_162305.24248658,70,2022/08/09,162305,with_food,55,13,6957,-1,,,
rec0070_doorchoice_20220809_162305.24248658,70,2022/08/09,162305,with_food,55,13,10203,-1,,,
rec0070_doorchoice_20220809_162305.24248658,70,2022/08/09,162305,with_food,72,15,2833,1,,,
rec0070_doorchoice_20220809_162305.24248658,70,2022/08/09,162305,with_food,72,15,5746,1,,,
rec0070_doorchoice_20220809_162305.24248658,70,2022/08/09,162305,with_food,72,15,3582,-1,,,
rec0070_doorchoice_20220809_162305.24248658,70,2022/08/09,162305,with_food,72,15,8684,-1,,,
rec0071_doorchoice_20220809_162305.24248661,71,2022/08/09,162305,with_food,56,18,1198,1,,,
rec0071_doorchoice_20220809_162305.24248661,71,2022/08/09,162305,with_food,56,18,3066,1,,,
rec0071_doorchoice_20220809_162305.24248661,71,2022/08/09,162305,with_food,56,18,4704,1,,,
rec0071_doorchoice_20220809_162305.24248661,71,2022/08/09,162305,with_food,56,18,6712,1,,,
rec0071_doorchoice_20220809_162305.24248661,71,2022/08/09,162305,with_food,56,18,2426,-1,,,
rec0071_doorchoice_20220809_162305.24248661,71,2022/08/09,162305,with_food,56,18,3481,-1,,,
rec0071_doorchoice_20220809_162305.24248661,71,2022/08/09,162305,with_food,56,18,5806,-1,,,
rec0071_doorchoice_20220809_162305.24248661,71,2022/08/09,162305,with_food,56,18,7701,-1,,,
rec0071_doorchoice_20220809_162305.24248661,71,2022/08/09,162305,with_food,71,19,5323,1,,,
rec0071_doorchoice_20220809_162305.24248661,71,2022/08/09,162305,with_food,71,19,7262,1,,,
rec0071_doorchoice_20220809_162305.24248661,71,2022/08/09,162305,with_food,71,19,7902,1,,,
rec0071_doorchoice_20220809_162305.24248661,71,2022/08/09,162305,with_food,71,19,8366,1,,,
rec0071_doorchoice_20220809_162305.24248661,71,2022/08/09,162305,with_food,71,19,6997,-1,,,
rec0071_doorchoice_20220809_162305.24248661,71,2022/08/09,162305,with_food,71,19,7493,-1,,,
rec0071_doorchoice_20220809_162305.24248661,71,2022/08/09,162305,with_food,71,19,8104,-1,,,
rec0071_doorchoice_20220809_162305.24248661,71,2022/08/09,162305,with_food,71,19,10746,-1,,,
rec0072_doorchoice_20220810_112134.24248657,72,08-10-2022,112134,without_food,81,22,5327,1,,,
rec0072_doorchoice_20220810_112134.24248657,72,08-10-2022,112134,without_food,81,22,7259,1,,,
rec0072_doorchoice_20220810_112134.24248657,72,08-10-2022,112134,without_food,81,22,9154,1,,,
rec0072_doorchoice_20220810_112134.24248657,72,08-10-2022,112134,without_food,81,22,6851,-1,,,
rec0072_doorchoice_20220810_112134.24248657,72,08-10-2022,112134,without_food,81,22,8432,-1,,,
rec0072_doorchoice_20220810_112134.24248657,72,08-10-2022,112134,without_food,79,21,3915,1,,,
rec0072_doorchoice_20220810_112134.24248657,72,08-10-2022,112134,without_food,79,21,9276,1,,,
rec0072_doorchoice_20220810_112134.24248657,72,08-10-2022,112134,without_food,79,21,3455,-1,,,
rec0072_doorchoice_20220810_112134.24248657,72,08-10-2022,112134,without_food,79,21,7674,-1,,,
rec0072_doorchoice_20220810_112134.24248657,72,08-10-2022,112134,without_food,84,24,796,1,,,
rec0073_doorchoice_20220810_112134.24248658,73,08-10-2022,112134,without_food,80,14,904,1,,,
rec0073_doorchoice_20220810_112134.24248658,73,08-10-2022,112134,without_food,80,14,2056,1,,,
rec0073_doorchoice_20220810_112134.24248658,73,08-10-2022,112134,without_food,80,14,3181,1,,,
rec0073_doorchoice_20220810_112134.24248658,73,08-10-2022,112134,without_food,80,14,4897,1,,,
rec0073_doorchoice_20220810_112134.24248658,73,08-10-2022,112134,without_food,80,14,6136,1,,,
rec0073_doorchoice_20220810_112134.24248658,73,08-10-2022,112134,without_food,80,14,8088,1,,,
rec0073_doorchoice_20220810_112134.24248658,73,08-10-2022,112134,without_food,80,14,9887,1,,,
rec0073_doorchoice_20220810_112134.24248658,73,08-10-2022,112134,without_food,80,14,1986,-1,,,
rec0073_doorchoice_20220810_112134.24248658,73,08-10-2022,112134,without_food,80,14,2831,-1,,,
rec0073_doorchoice_20220810_112134.24248658,73,08-10-2022,112134,without_food,80,14,4748,-1,,,
rec0073_doorchoice_20220810_112134.24248658,73,08-10-2022,112134,without_food,80,14,5843,-1,,,
rec0073_doorchoice_20220810_112134.24248658,73,08-10-2022,112134,without_food,80,14,6592,-1,,,
rec0073_doorchoice_20220810_112134.24248658,73,08-10-2022,112134,without_food,80,14,9435,-1,,,
rec0073_doorchoice_20220810_112134.24248658,73,08-10-2022,112134,without_food,82,16,1205,1,,,
rec0073_doorchoice_20220810_112134.24248658,73,08-10-2022,112134,without_food,82,16,2226,1,,,
rec0073_doorchoice_20220810_112134.24248658,73,08-10-2022,112134,without_food,82,16,2891,1,,,
rec0073_doorchoice_20220810_112134.24248658,73,08-10-2022,112134,without_food,82,16,5053,1,,,
